title,authors,year,doi,source_id,provider,language,journal,url,source_query,retrieval_timestamp,licence_note
THE SOURCES OF OUTCOMES IN OUTCOMES BASED EDUCATION CURRICULUM DEVELOPMENT: A CLOSER LOOK,Michael B. Cahapay,2021,10.20319/pijtel.2021.43.6276,crossref:10.20319/pijtel.2021.43.6276,Crossref,,"PUPIL:  International Journal of Teaching, Education and Learning",https://doi.org/10.20319/pijtel.2021.43.6276,blue bioeconomy education learning outcomes curriculum qualification,2026-07-24T11:50:29.787382+00:00,Crossref open metadata
Curriculum management qualification in education and the situation in Romania,Ioana Magdas,2020,10.24193/pedacta.10.2.7,crossref:10.24193/pedacta.10.2.7,Crossref,,http://padi.psiedu.ubbcluj.ro/pedacta/index.html,https://doi.org/10.24193/pedacta.10.2.7,blue bioeconomy education learning outcomes curriculum qualification,2026-07-24T11:50:29.787325+00:00,Crossref open metadata
Deterministic Factors Influencing Learners' Learning Behaviors and Outcomes by Applying Information Technology-assisted Music Curriculum,"Jing Li, Fang-Jie Shiu, Hsiu-Chin Huang",2020,10.5220/0009413503270335,crossref:10.5220/0009413503270335,Crossref,,Proceedings of the 12th International Conference on Computer Supported Education,https://doi.org/10.5220/0009413503270335,blue bioeconomy education learning outcomes curriculum qualification,2026-07-24T11:50:29.787300+00:00,Crossref open metadata
Authentic Assessment of Learning Outcomes Based on Thai Qualification Framework for Higher Education (TQF) For the Bachelor's Degree in Education Program(การประเมินตามสภาพจริงของผลการเรียนรู้ตามกรอบมาตรฐานคุณวุฒิอุดมศึกษาระดับปริญญาตรี สาขาศึกษาศาสตร์),Ruetinan Samuttai,2019,10.58837/chula.educu.47.4.22,crossref:10.58837/chula.educu.47.4.22,Crossref,,Journal of Education Studies,https://doi.org/10.58837/chula.educu.47.4.22,blue bioeconomy education learning outcomes curriculum qualification,2026-07-24T11:50:29.787256+00:00,Crossref open metadata
Increased Motivation and Student Outcomes Through Problem Based Learning (PBL) in Mathematics Learning,Arofiq Arofiq,2019,10.31764/ijeca.v2i3.2159,crossref:10.31764/ijeca.v2i3.2159,Crossref,,IJECA (International Journal of Education and Curriculum Application),https://doi.org/10.31764/ijeca.v2i3.2159,blue bioeconomy education learning outcomes curriculum qualification,2026-07-24T11:50:29.787343+00:00,Crossref open metadata
Nursing education curriculum and learning outcomes,"Ozlem Ibrahimoglu, Sevinc Mersin, Hulya Saray Kilic",2019,10.5961/jhes.2019.305,crossref:10.5961/jhes.2019.305,Crossref,,Journal of Higher Education and Science,https://doi.org/10.5961/jhes.2019.305,blue bioeconomy education learning outcomes curriculum qualification,2026-07-24T11:50:29.787339+00:00,Crossref open metadata
Rational curriculum processes: revising learning outcomes is essential yet insufficient for a twenty-first century science curriculum,"Elisa K. Bone, Pauline M. Ross",2019,10.1080/03075079.2019.1637845,crossref:10.1080/03075079.2019.1637845,Crossref,,Studies in Higher Education,https://doi.org/10.1080/03075079.2019.1637845,blue bioeconomy education learning outcomes curriculum qualification,2026-07-24T11:50:29.787396+00:00,Crossref open metadata
AI in ADR: Shaping a Just Energy Transition,Josaiah Tungwet,2026,10.2139/ssrn.6957419,crossref:10.2139/ssrn.6957419,Crossref,,,https://doi.org/10.2139/ssrn.6957419,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232481+00:00,Crossref open metadata
AI-Driven Risk Governance for Sustainable NEV Business Ecosystems: A Digital Twin-Inspired Early Warning Approach,"Jiajie Xia, Ruixuan Yao, Jiawen Liu, Yue Liu",2026,10.3390/su18147241,crossref:10.3390/su18147241,Crossref,,Sustainability,https://doi.org/10.3390/su18147241,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232396+00:00,Crossref open metadata
Artificial intelligence and internet of things for sustainability: A digital-twin-centric architecture with cross-domain case studies,"Dheeraj Tiger, Nishu Sethi, Anshu Malhotra, Simran Thapar",2026,10.1201/9781003790730-74,crossref:10.1201/9781003790730-74,Crossref,,"Advanced Computing and AI for Sustainable Environment, Energy, and Smart Manufacturing",https://doi.org/10.1201/9781003790730-74,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232493+00:00,Crossref open metadata
"Auditing in the Twin Transition Era: Between Professional Judgment, Sustainability Assurance, and Agentic AI – Challenges and Future Directions",Delia DELIU,2026,10.20869/auditf/2026/182/012,crossref:10.20869/auditf/2026/182/012,Crossref,,Audit Financiar,https://doi.org/10.20869/auditf/2026/182/012,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232400+00:00,Crossref open metadata
Beyond Averages: A Multilevel Analysis of Digital Skills and Circular Economy Outcomes in the Twin Transition,"Stefana Matović, Suzana Lović Obradović, Dunja Demirović Bajrami, Ivana Đorđević",2026,10.3390/su18094485,crossref:10.3390/su18094485,Crossref,,Sustainability,https://doi.org/10.3390/su18094485,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232411+00:00,Crossref open metadata
Digital Twin Governance for Urban Resilience and Sustainability,"Mahsa Moghadas, Abbas Rajabifard",2026,10.1201/9781003638308-34,crossref:10.1201/9781003638308-34,Crossref,,Land Intelligence and Geospatial Ecosystem,https://doi.org/10.1201/9781003638308-34,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232345+00:00,Crossref open metadata
Digital-Twin-Enabled Land Administration and Its Connections to Social Sustainability,"Kirsikka Riekkinen, Abbas Rajabifard",2026,10.1201/9781003638308-4,crossref:10.1201/9781003638308-4,Crossref,,Land Intelligence and Geospatial Ecosystem,https://doi.org/10.1201/9781003638308-4,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232363+00:00,Crossref open metadata
Dynamic capabilities are integral to enabling the twin transition for sustainability and digital transformation,Unknown,2026,10.29119/1641-3466.2026.243.11,crossref:10.29119/1641-3466.2026.243.11,Crossref,,Scientific Papers of Silesian University of Technology Organization and Management Series,https://doi.org/10.29119/1641-3466.2026.243.11,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232526+00:00,Crossref open metadata
EcoTwin AI: Digital Twin for Urban Sustainability Planning,"Harshitha V, Kruthika N, Sahana Markande, Surabhi S, Tanisha Dey",2026,10.1109/iciccs67901.2026.11503012,crossref:10.1109/iciccs67901.2026.11503012,Crossref,,2026 9th International Conference on Intelligent Computing and Control Systems (ICICCS),https://doi.org/10.1109/iciccs67901.2026.11503012,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232531+00:00,Crossref open metadata
Hybrid Digital Twin and AI Frameworks for Climate-Resilient Agriculture,Khatere Rafiei,2026,10.4018/979-8-2600-1669-5.ch013,crossref:10.4018/979-8-2600-1669-5.ch013,Crossref,,Digital Twin Applications and Cognitive Enterprise Transformation Across Industries,https://doi.org/10.4018/979-8-2600-1669-5.ch013,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232538+00:00,Crossref open metadata
IIoT-enabled digital twin framework for industrial environmental monitoring,"Tarandeep Kaur, Pankaj Deep Kaur, Prabhsimran Singh, Salil Bharany",2026,10.1201/9781003790730-21,crossref:10.1201/9781003790730-21,Crossref,,"Advanced Computing and AI for Sustainable Environment, Energy, and Smart Manufacturing",https://doi.org/10.1201/9781003790730-21,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232535+00:00,Crossref open metadata
Just transition or digital deadlock? Exploring the work-ecology nexus in Italy’s agrarian twin transition,"Maura Benegiamo, Alessandra Corrado, Emanuele Leonardi",2026,10.2139/ssrn.6394601,crossref:10.2139/ssrn.6394601,Crossref,,,https://doi.org/10.2139/ssrn.6394601,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232315+00:00,Crossref open metadata
"Just water transition: Equity, sustainability, and vision for the future","Ernestina Ohenewaah Denchie, Kevin Lo",2026,10.4337/9781035349043.00014,crossref:10.4337/9781035349043.00014,Crossref,,A Research Agenda for Just Transition,https://doi.org/10.4337/9781035349043.00014,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232489+00:00,Crossref open metadata
Next generation business ecosystem: AI and data-driven management as enablers,Annika Steiber,2026,10.4337/9781035364282.00021,crossref:10.4337/9781035364282.00021,Crossref,,The Twin Digital and Green Transition,https://doi.org/10.4337/9781035364282.00021,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232463+00:00,Crossref open metadata
Transition towards sustainability: a case study of the Polish energy sector,Bartosz Sobik,2026,10.4337/9781035364282.00018,crossref:10.4337/9781035364282.00018,Crossref,,The Twin Digital and Green Transition,https://doi.org/10.4337/9781035364282.00018,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232388+00:00,Crossref open metadata
Twin transition and education: whither (or wither) AI in education?,"Jan Baťko, Dominik Frolík, Lucie Rohlíková, Jana Vejvodová, Michaela Voltrová, Viola Vrbová",2026,10.4337/9781035364282.00020,crossref:10.4337/9781035364282.00020,Crossref,,The Twin Digital and Green Transition,https://doi.org/10.4337/9781035364282.00020,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232384+00:00,Crossref open metadata
Advancing Corrosion Monitoring with AI and Digital Twin,Floyd Baker,2025,10.26226/m.679bb1dd37809895893de5c9,crossref:10.26226/m.679bb1dd37809895893de5c9,Crossref,,,https://doi.org/10.26226/m.679bb1dd37809895893de5c9,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232496+00:00,Crossref open metadata
Digital Technologies and AI for Environmental and Social Sustainability,Unknown,2025,10.51301/abeats.2025.v1,crossref:10.51301/abeats.2025.v1,Crossref,,Digital Technologies and AI for Environmental and Social Sustainability,https://doi.org/10.51301/abeats.2025.v1,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232510+00:00,Crossref open metadata
Integration of AI in Digital Twin Technologies,Esteban Bernal Arango,2025,10.1201/9781003492146-18,crossref:10.1201/9781003492146-18,Crossref,,Handbook on Digital Twin and Artificial Intelligence Techniques for Rail Applications,https://doi.org/10.1201/9781003492146-18,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232503+00:00,Crossref open metadata
The Twin Transition: Driving Sustainability Through Digital Transformation in Manufacturing:,"Hossein Rahnama, Kerstin Johansen, Anna Öhrwall Rönnbäck",2025,10.2139/ssrn.5288285,crossref:10.2139/ssrn.5288285,Crossref,,,https://doi.org/10.2139/ssrn.5288285,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232354+00:00,Crossref open metadata
Toward Smart Healthcare in Digital Twin Featuring AI for Innovation in Smart Cities and Sustainability,"Bhupinder SINGH, Ashima JAIN, Christian KAUNERT",2025,10.1002/9781394411320.ch7,crossref:10.1002/9781394411320.ch7,Crossref,,Driving Innovation through AI and Digital Twin for 6G Powered Sustainable Ultra Smart Cities,https://doi.org/10.1002/9781394411320.ch7,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232375+00:00,Crossref open metadata
Twin Transition: Digital Transformation Pathways for Sustainable Innovation,Adel Ben Youssef,2025,10.3390/su17219491,crossref:10.3390/su17219491,Crossref,,Sustainability,https://doi.org/10.3390/su17219491,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232335+00:00,Crossref open metadata
A Maturity Model for Evaluating Data-driven Sustainability Management,Anna Sell,2024,10.18690/um.fov.4.2024.11,crossref:10.18690/um.fov.4.2024.11,Crossref,,Resilience Through Digital Innovation: Enabling the Twin Transition,https://doi.org/10.18690/um.fov.4.2024.11,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232378+00:00,Crossref open metadata
AI-Driven Digital Twin,"Maninder Pal Singh, Pankaj Bhambri",2024,10.1201/9781003395416-8,crossref:10.1201/9781003395416-8,Crossref,,AI-Driven Digital Twin and Industry 4.0,https://doi.org/10.1201/9781003395416-8,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232392+00:00,Crossref open metadata
AI-Driven Digital Twin and Resource Optimization in Industry 4.0 Ecosystem,"Pankaj Bhambri, Sita Rani, Alex Khang, Rashmi Soni",2024,10.1201/9781003395416-12,crossref:10.1201/9781003395416-12,Crossref,,AI-Driven Digital Twin and Industry 4.0,https://doi.org/10.1201/9781003395416-12,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232516+00:00,Crossref open metadata
AI-Driven Digital Twin for Healthcare Applications,"K. Aditya Shastry, B. A. Manjunatha",2024,10.1201/9781003395416-9,crossref:10.1201/9781003395416-9,Crossref,,AI-Driven Digital Twin and Industry 4.0,https://doi.org/10.1201/9781003395416-9,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232415+00:00,Crossref open metadata
AI-Driven Digital Twin for Industrial Engineering Applications,"Dileep Reddy Bolla, Ramesh Naidu, Preethi Prerana",2024,10.1201/9781003395416-16,crossref:10.1201/9781003395416-16,Crossref,,AI-Driven Digital Twin and Industry 4.0,https://doi.org/10.1201/9781003395416-16,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232454+00:00,Crossref open metadata
Bridging the AI Skills Gap in Europe:  A Detailed Analysis of AI Skills and Roles,"Willemijn van Haeften, Ran Zhang, Sabine Boesen - Mariani, Xander Lub, Pascal Ravesteijn, Paul Aertsen",2024,10.18690/um.fov.4.2024.22,crossref:10.18690/um.fov.4.2024.22,Crossref,,Resilience Through Digital Innovation: Enabling the Twin Transition,https://doi.org/10.18690/um.fov.4.2024.22,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232545+00:00,Crossref open metadata
Developing Public Values Based AI Systems Using Value Sensitive Design,"Erik Slingerland, Guido Ongena, Marlies van Steenbergen",2024,10.18690/um.fov.4.2024.50,crossref:10.18690/um.fov.4.2024.50,Crossref,,Resilience Through Digital Innovation: Enabling the Twin Transition,https://doi.org/10.18690/um.fov.4.2024.50,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232435+00:00,Crossref open metadata
Digital Economy and Urban Low-Carbon Transition: Theoretical Model and New Mechanisms,"Kunpeng Ai, Wenjie Zhang, Xiang-Wu Yan",2024,10.3390/su16145917,crossref:10.3390/su16145917,Crossref,,Sustainability,https://doi.org/10.3390/su16145917,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232404+00:00,Crossref open metadata
Digital Sustainability Practices: A Research Agenda,"Irene R. Jonkers, Xiao Peng, Willemijn van Haeften",2024,10.18690/um.fov.4.2024.21,crossref:10.18690/um.fov.4.2024.21,Crossref,,Resilience Through Digital Innovation: Enabling the Twin Transition,https://doi.org/10.18690/um.fov.4.2024.21,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232367+00:00,Crossref open metadata
Digital Twin,"Jaskiran Kaur, Pankaj Bhambri, Sita Rani",2024,10.1201/9781003395416-6,crossref:10.1201/9781003395416-6,Crossref,,AI-Driven Digital Twin and Industry 4.0,https://doi.org/10.1201/9781003395416-6,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232485+00:00,Crossref open metadata
Digital Twin Technology,Ambika Nagaraj,2024,10.1201/9781003395416-4,crossref:10.1201/9781003395416-4,Crossref,,AI-Driven Digital Twin and Industry 4.0,https://doi.org/10.1201/9781003395416-4,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232419+00:00,Crossref open metadata
Embracing the Digital Twin Paradigm for Urban Sustainability,"Ali Cheshmehzangi, Saeid Pourroostaei Ardakani",2024,10.1007/978-981-97-8483-7_1,crossref:10.1007/978-981-97-8483-7_1,Crossref,,Urban Sustainability,https://doi.org/10.1007/978-981-97-8483-7_1,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232442+00:00,Crossref open metadata
Enhancing Efficiency and Sustainability in Offshore Oil and Gas Operations through Digital Twin and AI Technology: A Practitioner's View,"Yale Zhang, Lukito Lau, Paul Yanchus, Zaman Forootan, Zaid Marfatia",2024,10.2118/221957-ms,crossref:10.2118/221957-ms,Crossref,,ADIPEC,https://doi.org/10.2118/221957-ms,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232523+00:00,Crossref open metadata
Generative AI in Assisting Patients with Syringomyelia and Hydrocephalus: A Preliminary Comparison of Chatgpt and Gemini,Pavlina Kröckel,2024,10.18690/um.fov.4.2024.39,crossref:10.18690/um.fov.4.2024.39,Crossref,,Resilience Through Digital Innovation: Enabling the Twin Transition,https://doi.org/10.18690/um.fov.4.2024.39,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232457+00:00,Crossref open metadata
How are Companies Strategizing with Digital Transformation to Integrate Sustainability Objectives?,Fuad Khan,2024,10.18690/um.fov.4.2024.51,crossref:10.18690/um.fov.4.2024.51,Crossref,,Resilience Through Digital Innovation: Enabling the Twin Transition,https://doi.org/10.18690/um.fov.4.2024.51,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232359+00:00,Crossref open metadata
Integrating Digital and Sustainability Transformation Through Artificial Intelligence: A Framework for AI-enabled Twin Transformation,"Carlotta Crome, Valerie Graf-Drasch, Anna Maria Oberländer, Stefan Seidel",2024,10.1007/978-3-031-61749-2_3,crossref:10.1007/978-3-031-61749-2_3,Crossref,,Palgrave Studies in Digital Business &amp; Enabling Technologies,https://doi.org/10.1007/978-3-031-61749-2_3,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232446+00:00,Crossref open metadata
Perspectives on the twin transition: Instrumental and institutional linkages between the digital and sustainability transitions,Albert Meijer,2024,10.3233/ip-230015,crossref:10.3233/ip-230015,Crossref,,Information Polity,https://doi.org/10.3233/ip-230015,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232450+00:00,Crossref open metadata
Resilience Through Digital Innovation: Enabling the Twin Transition,Unknown,2024,10.18690/um.fov.4.2024,crossref:10.18690/um.fov.4.2024,Crossref,,,https://doi.org/10.18690/um.fov.4.2024,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232478+00:00,Crossref open metadata
Digital twin meets artificial intelligence: AI-augmented industrial automation systems using intelligent digital twins,"G.K. Kamalam, Vani Rajasekar",2023,10.1016/b978-0-323-99205-3.00003-1,crossref:10.1016/b978-0-323-99205-3.00003-1,Crossref,,Digital Twin for Smart Manufacturing,https://doi.org/10.1016/b978-0-323-99205-3.00003-1,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232500+00:00,Crossref open metadata
Just Transition and Sustainability,"Sipho F. Mamba, Thabo Ndlovu",2023,10.4324/9781003397120-8,crossref:10.4324/9781003397120-8,Crossref,,Climate Action in Southern Africa,https://doi.org/10.4324/9781003397120-8,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232426+00:00,Crossref open metadata
Sustainability Reporting by Collieries,Cornelie Crous,2021,10.3366/edinburgh/9781474487054.003.0009,crossref:10.3366/edinburgh/9781474487054.003.0009,Crossref,,Coal and Energy in South Africa,https://doi.org/10.3366/edinburgh/9781474487054.003.0009,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232470+00:00,Crossref open metadata
Towards a Territorially Just Climate Transition—Assessing the Swedish EU Territorial Just Transition Plan Development Process,"John Moodie, Carlos Tapia, Linnea Löfving, Nora Sánchez Gassen, Elin Cedergren",2021,10.3390/su13137505,crossref:10.3390/su13137505,Crossref,,Sustainability,https://doi.org/10.3390/su13137505,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232474+00:00,Crossref open metadata
AI: The Cyber-Physical Project Manager and their Digital Twin,"Liam Odell, Hamid Jahankhani",2019,10.1109/icgs3.2019.8688144,crossref:10.1109/icgs3.2019.8688144,Crossref,,"2019 IEEE 12th International Conference on Global Security, Safety and Sustainability (ICGS3)",https://doi.org/10.1109/icgs3.2019.8688144,marine biotechnology AI digital twin sustainability just transition,2026-07-24T11:50:32.232438+00:00,Crossref open metadata
Assessing the Impact of Climate Change on Ocean Governance and Coastal Adaptation,Yi-Che Shih,2026,10.17645/oas.11542,crossref:10.17645/oas.11542,Crossref,,Ocean and Society,https://doi.org/10.17645/oas.11542,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397289+00:00,Crossref open metadata
Marine Greens in Ocean-Based Climate Adaptation and Resilience Building,Ayomide Owolabi,2026,10.2139/ssrn.6066246,crossref:10.2139/ssrn.6066246,Crossref,,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.6066246,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397317+00:00,Crossref open metadata
"Securitizing and greening the contested, climate-changed ocean: benefits, risks and governance pathways for integrating defense into climate-smart marine spatial planning",Ralph Tafon,2026,10.3389/focsu.2025.1743635,crossref:10.3389/focsu.2025.1743635,Crossref,,Frontiers in Ocean Sustainability,https://doi.org/10.3389/focsu.2025.1743635,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397347+00:00,Crossref open metadata
Climate Change as a Major Challenge to Living Marine Resources,"Robert Boenish, Jacob P. Kritzer, Fang Sun",2025,10.1007/978-981-19-4790-2_5,crossref:10.1007/978-981-19-4790-2_5,Crossref,,Global Ocean Governance and Ecological Civilization,https://doi.org/10.1007/978-981-19-4790-2_5,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397258+00:00,Crossref open metadata
Enhancing Ocean Literacy for All: Goals and Initiatives of the United Nations’ Ocean Education Governance,LIU Xunhua,2025,10.64058/mes.25.1.01,crossref:10.64058/mes.25.1.01,Crossref,,Marine Education and Studies,https://doi.org/10.64058/mes.25.1.01,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397295+00:00,Crossref open metadata
Turning urban fragilities into resources for a just climate governance,"Gilda Berruti, Maria Federica Palestino",2025,10.5117/9789463726665_ch06,crossref:10.5117/9789463726665_ch06,Crossref,,Urban Movements and Climate Change,https://doi.org/10.5117/9789463726665_ch06,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397402+00:00,Crossref open metadata
"Water governance, policy and climate adaptation","David Benson, Josselin Rouillard",2024,10.4337/9781800887909.00020,crossref:10.4337/9781800887909.00020,Crossref,,Handbook on the Governance and Politics of Water Resources,https://doi.org/10.4337/9781800887909.00020,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397310+00:00,Crossref open metadata
Conservation of living marine resources,Elda Kazara-Belja,2023,10.4337/9781839107696.00023,crossref:10.4337/9781839107696.00023,Crossref,,Research Handbook on Ocean Governance Law,https://doi.org/10.4337/9781839107696.00023,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397341+00:00,Crossref open metadata
Southern Ocean: Climate and Biology,Margaret Mary McBride,2022,10.5040/9780755618392.ch-11,crossref:10.5040/9780755618392.ch-11,Crossref,,"Marine Resources, Climate Change and International Management Regimes",https://doi.org/10.5040/9780755618392.ch-11,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397302+00:00,Crossref open metadata
The role of genetic resources for food and agriculture in adaptation to and mitigation of climate change,Unknown,2022,10.4060/cb9570en,crossref:10.4060/cb9570en,Crossref,,,https://doi.org/10.4060/cb9570en,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397371+00:00,Crossref open metadata
Adaptation to climate change–related ocean acidification: An adaptive governance approach,"Lucy Greenhill, Jasper O. Kenter, Halvor Dannevig",2020,10.1016/j.ocecoaman.2020.105176,crossref:10.1016/j.ocecoaman.2020.105176,Crossref,,Ocean &amp; Coastal Management,https://doi.org/10.1016/j.ocecoaman.2020.105176,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397376+00:00,Crossref open metadata
"Coastal climate adaptation planning and evolutionary governance: Insights from Homer, Alaska",S. Jeff Birchall,2020,10.1016/j.marpol.2018.12.029,crossref:10.1016/j.marpol.2018.12.029,Crossref,,Marine Policy,https://doi.org/10.1016/j.marpol.2018.12.029,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397362+00:00,Crossref open metadata
International Law and Marine Ecosystem Governance,"Freedom-Kai Phillips, Konstantia Koutouki",2019,10.1017/9781108502238.019,crossref:10.1017/9781108502238.019,Crossref,,Climate Change and Ocean Governance,https://doi.org/10.1017/9781108502238.019,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397285+00:00,Crossref open metadata
Large Marine Protected Areas and Ocean Resilience,Justin Alger,2019,10.1017/9781108502238.011,crossref:10.1017/9781108502238.011,Crossref,,Climate Change and Ocean Governance,https://doi.org/10.1017/9781108502238.011,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397386+00:00,Crossref open metadata
Managing Marine Resources,Anastasia Telesetsky,2019,10.1017/9781108502238.020,crossref:10.1017/9781108502238.020,Crossref,,Climate Change and Ocean Governance,https://doi.org/10.1017/9781108502238.020,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397230+00:00,Crossref open metadata
The Marine People Partnership: Building a Workforce for Our Ocean Industries through Ocean Literacy,Sherry Scully,2019,10.1163/9789004380271_092,crossref:10.1163/9789004380271_092,Crossref,,The Future of Ocean Governance and Capacity Development,https://doi.org/10.1163/9789004380271_092,marine genetic resources ocean literacy governance climate adaptation,2026-07-24T11:50:34.397398+00:00,Crossref open metadata
Beyond the Degree: A Decentralized Framework for Nano-Credential-Based Human Capital Development,Fahad Sohail,2026,10.2139/ssrn.6729923,crossref:10.2139/ssrn.6729923,Crossref,,,https://doi.org/10.2139/ssrn.6729923,marine biotechnology EQF qualification framework micro-credential professional development,2026-07-24T11:50:36.654143+00:00,Crossref open metadata
CR4PD Course Recommendations for Professional Development in Thailand's Qualification Framework,"Chutiporn Anutariya, Kristina Thapa, Ueakarn Viwatpanachat",2026,10.4018/ijswis.413707,crossref:10.4018/ijswis.413707,Crossref,,International Journal on Semantic Web and Information Systems,https://doi.org/10.4018/ijswis.413707,marine biotechnology EQF qualification framework micro-credential professional development,2026-07-24T11:50:36.654188+00:00,Crossref open metadata
Integrating sustainability into the curricula of micro-credential programs in management education,Tarja Niemela,2026,10.2139/ssrn.6182879,crossref:10.2139/ssrn.6182879,Crossref,,,https://doi.org/10.2139/ssrn.6182879,marine biotechnology EQF qualification framework micro-credential professional development,2026-07-24T11:50:36.654274+00:00,Crossref open metadata
Barriers and supports for successful completion of an emergent literacy micro-credential: an analysis at three levels of the professional learning system,"Danielle L. Pico, Sophia Soomin Lee, Concepción Moncada-Cummings, Mary Bratsch-Hines, Julianna Banks, María Virginia Giani, Tia Walton-Walker, Tyran Butler",2025,10.1080/19415257.2025.2593891,crossref:10.1080/19415257.2025.2593891,Crossref,,Professional Development in Education,https://doi.org/10.1080/19415257.2025.2593891,marine biotechnology EQF qualification framework micro-credential professional development,2026-07-24T11:50:36.654167+00:00,Crossref open metadata
"DEVELOPMENT OF STATE-WIDE MICRO-CREDENTIAL TO SUPPORT ONLINE, HYBRID, AND BLENDED TEACHING AND LEARNING",Heather Greenhalgh-Spencer,2025,10.21125/edulearn.2025.1050,crossref:10.21125/edulearn.2025.1050,Crossref,,EDULEARN Proceedings,https://doi.org/10.21125/edulearn.2025.1050,marine biotechnology EQF qualification framework micro-credential professional development,2026-07-24T11:50:36.654239+00:00,Crossref open metadata
&lt;b&gt;Tech Level-Ups: Technology-Based Micro-Credential Program as a Novel Approach to K-12 Professional Development&lt;/b&gt;&lt;b&gt;&lt;/b&gt;,Timothy Chang,2025,10.46328/ijemst.5906,crossref:10.46328/ijemst.5906,Crossref,,"International Journal of Education in Mathematics, Science and Technology",https://doi.org/10.46328/ijemst.5906,marine biotechnology EQF qualification framework micro-credential professional development,2026-07-24T11:50:36.654225+00:00,Crossref open metadata
