signal_id,evidence_id,run_id,sector,axis_group,axis_code,query_id,query_family,semantic_scope,signal_type,competence_label,competence_description,demand_phrase,learning_outcome_candidate,evidence_text_scope,evidence_text_hash,confidence_score,classifier_version,manual_review_status,validity_warning
signal:3200956183f05bde9af01c732e3d36b72e1e5dc7f098c712623f3c4f507bd10b,evidence:doi:10.33989/2075-146x.2022.29.264354,30090903921-1,blue_biotech,MARINE,M,Q_BLUE_BIOTECH_COMP_001,competence_demand,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",training,Education and training signal evidenced in: FORMATION OF TRANSVERSAL COMPETENCES IN A FOREIGN LANGUAGE PROFESSIONAL TRAINING OF FUTURE TEACHERS: REGULATORY AND LEGISLATIVE ASPECTS,FORMATION OF TRANSVERSAL COMPETENCES IN A FOREIGN LANGUAGE PROFESSIONAL TRAINING OF FUTURE TEACHERS: REGULATORY AND LEGISLATIVE ASPECTS,a4173782d33ef48e5e89db796a5f1528bcbd9ceb859cb4324391d901a0e62b31,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:32013dec2f4356e3ea4c6382b409971ff846b027d29200bfa0f97d42254729e1,evidence:doi:10.15405/epsbs.2019.08.03.1,30090903921-1,blue_biotech,MARINE,M,Q_BLUE_BIOTECH_VAL_001,validation_eqf_translation,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",qualification,Education and training signal evidenced in: European Qualification Framework (Eqf) - Responsibility And Autonomy Domain; Meanings And Implications,European Qualification Framework (Eqf) - Responsibility And Autonomy Domain; Meanings And Implications,e37cd8983cb53e39194d1d44ae04f359cd6fb81f22572d4ec9319a81bdb19232,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:3210cc6b8f046a3d8f64642a03b9a958e8f5f32101dc1ac0210c0d8d08594f49,evidence:doi:10.20944/preprints202405.1267.v1,30090903921-1,renewable_energy,OCEANIC,O,Q_RENEWABLE_ENERGY_EMRG_002,emerging_demand,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainability,"Sustainability, resilience, or adaptation skill evidenced in: Policy Entrepreneurs, Ideology and the Quest for a Just Transition: Sustainability, Climate Governance and Democracy","Policy Entrepreneurs, Ideology and the Quest for a Just Transition: Sustainability, Climate Governance and Democracy",c830a0683c0c9e633afdc583f956ed9037905dfce375cdb4468fc880e21a3948,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:323a715a2f8785381ca9db46107a85d9ab470fc6f4dac7765076f8878818ac72,evidence:doi:10.3390/su151712742,30090903921-1,maritime_transport,MARITIME,T,Q_MARITIME_TRANSPORT_CORE_002,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainable,"Sustainability, resilience, or adaptation skill evidenced in: Shifting to Sustainable Shipping: Actors and Power Shifts in Shipping Emissions in the IMO",Shifting to Sustainable Shipping: Actors and Power Shifts in Shipping Emissions in the IMO,4f8c3664a6a9c185aa3031d9ce610832182fc33005104237efa72fb1b080bcd0,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:32a7d9a404097aafc1587b6c5143b2410e1b42961c294b1fb7b802793bde8024,evidence:doi:10.30525/978-9934-26-106-0-2,30090903921-1,maritime_defence,MARITIME,T,Q_MARITIME_DEFENCE_COMP_001,competence_demand,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",training,Education and training signal evidenced in: IMPROVING THE EFFECTIVENESS IN TRAINING THE SPECIALISTS IN THE MARINE FIELD BY DEVELOPING THEIR PROFESSIONAL COMPETENCES IN ACCORDANCE WITH THE REQUIREMENTS OF THE STCW 78 CONVENTION,IMPROVING THE EFFECTIVENESS IN TRAINING THE SPECIALISTS IN THE MARINE FIELD BY DEVELOPING THEIR PROFESSIONAL COMPETENCES IN ACCORDANCE WITH THE REQUIREMENTS OF THE STCW 78 CONVENTION,cb1d9024fd44681468960b7ee44ce0c00fcdab273028550a12111aad302525c1,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:32bac9ae9b4070cbbb02a43fcc92fc7c5aa338485046a484ad613feeb9bfa2f9,evidence:doi:10.5957/ssc395-ii,30090903921-1,ship_repair,MARITIME,T,Q_SHIP_REPAIR_CORE_002,core_sector,title,technical_skill,Technical or engineering skill,"Engineering, technology, and operations skill signals.",maintenance,Technical or engineering skill evidenced in: Ship Maintenance Project (Phases II and III - Volume 2),Ship Maintenance Project (Phases II and III - Volume 2),8567ca82df78bf867246717f846c3a456ca76ba3d87fd34417ddc6397136d3e3,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:32c46ee3314761045923e4a3dc0bd3f2f4339c43865b4b5f19823c0d85696d1c,evidence:doi:10.20944/preprints202206.0006.v1,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_003,core_sector,title,safety_risk_skill,Safety or risk-management skill,"Safety, risk, hazard, and emergency-response skill signals.",risk,Safety or risk-management skill evidenced in: Coastal Flooding &amp; Sea-Level Rise: Calculation of Flood Risk Using Tide-Gauge Measurements,Coastal Flooding &amp; Sea-Level Rise: Calculation of Flood Risk Using Tide-Gauge Measurements,27158a8fa2bfca731dacbbaec167acf9e42d073c0bcf7aea6c3ff3e4bce1b281,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:32e7a2c66664189584dcee91397af921d493c6b114c0afb958fe737935d1379e,evidence:doi:10.1049/pbhe046e_ch7,30090903921-1,infra_robotics,MARITIME,T,Q_INFRA_ROBOTICS_CORE_001,core_sector,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",digital,Digital or data skill evidenced in: Healthcare cyberspace: medical cyber physical system in digital twin,Healthcare cyberspace: medical cyber physical system in digital twin,0dd6f7a5942dd6e0d6a1d0376a30e4534dc58335ec535d78b73067617bf2dacb,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:330b9abe7afdd7b66bf04c8f6eccd6b2a7d017fb2352d3a7239fa85686d17fba,evidence:doi:10.5772/intechopen.93922,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_CORE_003,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainability,"Sustainability, resilience, or adaptation skill evidenced in: Tourism Impact on Environmental Sustainability: A Focus on the Cruise Industry",Tourism Impact on Environmental Sustainability: A Focus on the Cruise Industry,e0098f294ba7f016d3a1acca5b4ceb163ba11004d50981e1192c7b6b76dac914,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:333f933a72c2ffc559f85bd49a1b6063c763add029a76ebc05c5518277f40e48,evidence:doi:10.4018/979-8-3373-0954-5.ch004,30090903921-1,desalination,HYDRONIZATION,H,Q_DESALINATION_EMRG_001,emerging_demand,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",digital,Digital or data skill evidenced in: Digital Defense Powered by Autonomous Resilience,Digital Defense Powered by Autonomous Resilience,9963f00cbbf9a3983531d06bcdfbeeed54bdb9901e5ed7915a3a801ba681674b,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:336715e517ea3d9e2c028147cbec49b6fc663f5615fea3648027602a3a45e51e,evidence:doi:10.1115/omae2022-79613,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_003,core_sector,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",digital,Digital or data skill evidenced in: IMPROVED CLIMATE CHANGE ADAPTATION in PORT of BRISBANE USING A DIGITAL TWIN CLOUD-BASED MODELLING APPROACH,IMPROVED CLIMATE CHANGE ADAPTATION in PORT of BRISBANE USING A DIGITAL TWIN CLOUD-BASED MODELLING APPROACH,2d74c090cdd139385e28221906973015fa839ef46bba329f0ef7eed857a342e7,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:3379e0dffdecb8478256b1d462fc656e2389c8c51a8b0ab3f0f9309499ea2bd0,evidence:doi:10.2139/ssrn.5382301,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_002,core_sector,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",ai,Digital or data skill evidenced in: Smart Ports: Exploring the Role of Ai and Iot in Port Sustainability,Smart Ports: Exploring the Role of Ai and Iot in Port Sustainability,bd0c593f9e73382b8957130030c6396bd9c734798b3fa364951b0901bb473217,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:338fad1549fb8f3157d3cd4d5fc60bf74f0021474d657a947c7d5bdbb4815937,evidence:doi:10.1007/978-3-030-36875-3_6,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_003,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",adaptation,"Sustainability, resilience, or adaptation skill evidenced in: COREDAR: A Coastal Climate Service Framework on Sea-Level Rise Risk Communication for Adaptation Policy Planning",COREDAR: A Coastal Climate Service Framework on Sea-Level Rise Risk Communication for Adaptation Policy Planning,97eabf99b5b9daae94737cc77940489cf11ff381fccac81d261fb7ac81e4312c,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:33a5d60f170c448b01e2dd090442897715b0340644b1754964748486770fca9b,evidence:doi:10.4337/9781035311255.00018,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_EMRG_001,emerging_demand,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",adaptation,"Sustainability, resilience, or adaptation skill evidenced in: Integrating climate change adaptation into coastal tourism planning and management: the case of the Makarska Riviera, Croatia","Integrating climate change adaptation into coastal tourism planning and management: the case of the Makarska Riviera, Croatia",a583ff58f04168c1a4f811487d9e5ee9b861c5775dec5a369a80479b514f91a8,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:33bc016b25931402ea43c920b11670944b9eddbbd75cfb9290bbc3b8e2061100,evidence:doi:10.4324/9781003347088-2,30090903921-1,r_i,OCEANIC,O,Q_R_I_CORE_003,core_sector,title,credential_translation_signal,Credential translation signal,"Micro-credentials, credential recognition, or cross-border translation.",rpl,Credential translation signal evidenced in: The Interplay of Policy Implementation and Technological Changes in the Chinese Digital Economy,The Interplay of Policy Implementation and Technological Changes in the Chinese Digital Economy,40f3ebc0abbbe3a00970abe9d816ebb50d14cf2c6f786fc2b706f28ad9d09823,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:33e47726a474235638e81dcd3ee771bc4d8dfdd08648cd00af22635ae8b61957,evidence:doi:10.3390/app13148143,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_EMRG_002,emerging_demand,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",digital,Digital or data skill evidenced in: Unstructured Grid-Based River–Coastal Ocean Circulation Modeling towards a Digital Twin of the Seto Inland Sea,Unstructured Grid-Based River–Coastal Ocean Circulation Modeling towards a Digital Twin of the Seto Inland Sea,f33f5b5737a0bdaa0a85d051f65c8597bc08a21a542f67022355336928eaa85e,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:33f40c3e79a8df5a32d25cf049c9bfc98984fb8c7644f6fe406e2c08ca9923fa,evidence:doi:10.1109/icps70486.2026.11567992,30090903921-1,infra_robotics,MARITIME,T,Q_INFRA_ROBOTICS_CORE_001,core_sector,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",digital,Digital or data skill evidenced in: Digital Twin-Enabled Incentive Learning for Dynamic Sensing Agents in Smart Transportation Cyber-Physical Systems,Digital Twin-Enabled Incentive Learning for Dynamic Sensing Agents in Smart Transportation Cyber-Physical Systems,7f970e0b931463dbdb5f2c86e250ef3c03c706c2cc6b5a3d56e983f7432f2bb1,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:3405dc5c6ddec57886fb4ecf4ddff3048e9a33c3f387625426383171cb613b31,evidence:doi:10.4018/978-1-7998-2318-6.ch003,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_COMP_001,competence_demand,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",training,Education and training signal evidenced in: Teacher Training Competences and Subsequent Training Design for Higher Education Plurilingual Programs,Teacher Training Competences and Subsequent Training Design for Higher Education Plurilingual Programs,b983beb85b656dde4207f4010c84ebb0b90d8907b4cf018b04906a616d7967b1,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:340bf0da4bbc3fc6a67f942585a052752ef953baccf287d568dd83fb85688510,evidence:doi:10.3390/books978-3-0365-2830-4,30090903921-1,renewable_energy,MARITIME,T,Q_RENEWABLE_ENERGY_CORE_002,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",governance,Governance or policy skill evidenced in: Preserving Community Interests in Ocean Governance towards Sustainability,Preserving Community Interests in Ocean Governance towards Sustainability,e684e067fe9c0585629f5f3ff9bb160b39a08794dae00bd49a9ea39f232ec304,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:341071f0be5f542aa1d22abba076429e191fe1e847a70979e5bf400c53588ea5,evidence:doi:10.64064/1658-4325.1014,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_001,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainable,"Sustainability, resilience, or adaptation skill evidenced in: A Systematic Literature Review of Sustainable Ports Strategies and Initiatives in the Arabian Gulf Ports – Lessons for Saudi Arabia and UAE",A Systematic Literature Review of Sustainable Ports Strategies and Initiatives in the Arabian Gulf Ports – Lessons for Saudi Arabia and UAE,f6b4cf9f70fe04f33ad12c8f6214bc8056970c32f3f07dbb21519df23b6ac395,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:34172f40052a5b6e1cdb65b6f4e70dd17324b0530c8b583adb452d6b6858958b,evidence:doi:10.2139/ssrn.6568991,30090903921-1,living_res,MARINE,M,Q_LIVING_RES_EMRG_001,emerging_demand,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",adaptation,"Sustainability, resilience, or adaptation skill evidenced in: Digital Adaptation, Algorithmic Coloniality, and Vernacular Climate Politics: Contesting Digital Governance in Bihar’s Agricultural Just Transitions","Digital Adaptation, Algorithmic Coloniality, and Vernacular Climate Politics: Contesting Digital Governance in Bihar’s Agricultural Just Transitions",2e53a23fe09af87a1b5166dc6c62ceba2470166eb58044a0762f985eaab60348,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:349a5ce5ede566922bd3217e49e0c3659ec430ac2b8df1469cd5a01ebdc8fe57,evidence:doi:10.2307/jj.25968899.6,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_003,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",adaptation,"Sustainability, resilience, or adaptation skill evidenced in: Adaptation:",Adaptation:,6422cba096a061f658e2a623fbde1a9473f75ea19fcfeeee598427612e0d5845,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:34aa16a0cb298c6367196aa7ed6a3bc25c4ecd8ad42eac357eef29f34b97c188,evidence:doi:10.18235/0005053,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_002,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainable,"Sustainability, resilience, or adaptation skill evidenced in: Smart and Sustainable Ports: Tools for Implementing Port Community Systems",Smart and Sustainable Ports: Tools for Implementing Port Community Systems,80e529cc3c89cd6fc87b5b5fbbb4bcb7dd7e1c6a6224a76c40550855ae683668,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:34c3dacbefcbd9d68fcd4b466e4e73145bb8169aefb6ecba2f2eaaed845f5828,evidence:doi:10.1016/j.eiar.2025.108069,30090903921-1,living_res,MARINE,M,Q_LIVING_RES_CORE_003,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",governance,"Governance or policy skill evidenced in: Social inequality: Practicing environmental, social and governance principle in China","Social inequality: Practicing environmental, social and governance principle in China",445b017d3cbdb1719545ec17596eb9e733beae58dbfeab62a41fc7e3bbe53bfc,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:34ea8189aae369079602721ee5e430c745091e6ff337fbb88020ba6aa001a18e,evidence:doi:10.1080/08920753.2026.2647527,30090903921-1,maritime_transport,MARITIME,T,Q_MARITIME_TRANSPORT_CORE_002,core_sector,title,policy_regulation_skill,Policy or regulation skill,"Regulatory, legal, and compliance skill signals.",regulatory,"Policy or regulation skill evidenced in: Greening the Maritime Sector Through Autonomous Shipping: Rethinking Safety, Liability, and Regulatory Frameworks","Greening the Maritime Sector Through Autonomous Shipping: Rethinking Safety, Liability, and Regulatory Frameworks",000de26874b16ae13d3fd0b82231e865862ccee5ad0cec57cb532bd7b70bee83,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:34f8d8ff115c943eceec0ebefbda2454e8a9e3e110b68832da25b98c9b45b5e7,evidence:doi:10.63593/rae.2788-7057.2025.05.003,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_VAL_001,validation_eqf_translation,title,learning_outcome_signal,Learning outcome signal,"Learning outcomes, learning objectives, or competence descriptors.",eqf,Learning outcome signal evidenced in: From Informal Learning to Formal Recognition: Policy Perspectives on Integrating Micro-Credentials into EQF-Aligned Vocational Education,From Informal Learning to Formal Recognition: Policy Perspectives on Integrating Micro-Credentials into EQF-Aligned Vocational Education,9fbbff4ca767d557b112c5958cfc30a90b08dfb46275cde701c5fbd4fc704f83,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:35682755b5a8fb4c69531edba1ab7fc13dc0940f179de6155193bacc5d516a82,evidence:doi:10.1007/978-3-032-14082-1_2,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_CORE_001,core_sector,title,safety_risk_skill,Safety or risk-management skill,"Safety, risk, hazard, and emergency-response skill signals.",risk,"Safety or risk-management skill evidenced in: Culture, Tourism and Future Risks of Overtourism","Culture, Tourism and Future Risks of Overtourism",87a727093a43f52a5cc7a66d0f79f3927a323931517431b98740135edeb8cf35,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:35b21e9d8db997cec55d9eb6c55ca67d1e0f2a9a6f80dd4d182dd7f16b6ea3de,evidence:doi:10.1016/b978-0-443-33492-4.00012-7,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_CORE_002,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainable,"Sustainability, resilience, or adaptation skill evidenced in: Sustainable development of marine macroalgae production: Policy and governance considerations",Sustainable development of marine macroalgae production: Policy and governance considerations,e819773a26416343dacc2ac2d22f9211d18c99b65d364f2d6cd0652cded3999b,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:35c07b1dbb120a3cf00c51674be90feaaad99e62455d633ae8248bbaa2eb8e83,evidence:title:3e7f711005401c21,30090903921-1,maritime_transport,MARITIME,T,Q_MARITIME_TRANSPORT_CORE_003,core_sector,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",training,"Education and training signal evidenced in: State-led Maritime Governance, Education and Training Nexus in South Africa","State-led Maritime Governance, Education and Training Nexus in South Africa",d5a80073aec9750d5d3813d488f72228d80866ace600dd0b172a553e36f3961c,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:35c2f9e7f23e70bb67831e15a232f3fb5fc0839bfb67f9142904043a5d703d14,evidence:doi:10.1007/978-3-031-87290-7_2,30090903921-1,maritime_defence,MARITIME,T,Q_MARITIME_DEFENCE_COMP_001,competence_demand,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",cyber,Digital or data skill evidenced in: Addressing Maritime Workforce Cybersecurity Skills Development,Addressing Maritime Workforce Cybersecurity Skills Development,251fedd914b65ccb80edbf7844b7d48f02dbab4fd9b53cb7617d2fce78b2d64d,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:362a8a85e0eb5bd7cb2ae40fe3472a370276cf05fb173c09c21fa28441466e9a,evidence:doi:10.56059/jl4d.v8i2.525,30090903921-1,blue_biotech,MARINE,M,Q_BLUE_BIOTECH_VAL_001,validation_eqf_translation,title,credential_translation_signal,Credential translation signal,"Micro-credentials, credential recognition, or cross-border translation.",micro-credential,Credential translation signal evidenced in: The Global Micro-credential Landscape: Charting a New Credential Ecology for Lifelong Learning,The Global Micro-credential Landscape: Charting a New Credential Ecology for Lifelong Learning,1f634c13f17c10d87793684c8e06d7927007ec60416993c3d1c68b780bbaf397,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:3635478fc88e45e40ab626b75428b3a2ef3bf74551e8ec587281ac9e2e2a8ed0,evidence:doi:10.7201/earn.2022.02.04,30090903921-1,blue_biotech,MARINE,M,Q_BLUE_BIOTECH_CORE_001,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainable,"Sustainability, resilience, or adaptation skill evidenced in: Transnational Governance Frameworks for Sustainable  Innovation: The Case Of The Blue Bioeconomy In The  Mediterranean",Transnational Governance Frameworks for Sustainable  Innovation: The Case Of The Blue Bioeconomy In The  Mediterranean,2bd07da5e6edd8ae493cb918d6ccfafa1d30673c4389cb9bde1f74765e8d1da9,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:36926b13febc4f9983ff9b4d008cee2704391038e7ccbc2a9c0db373608d8d10,evidence:doi:10.2139/ssrn.4830318,30090903921-1,non_living_res,OCEANIC,O,Q_NON_LIVING_RES_EMRG_002,emerging_demand,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",governance,Governance or policy skill evidenced in: The Unbearable Lightness of Critical Minerals Governance: Legitimizing Extraction for a Just and Sustainable Energy Transition,The Unbearable Lightness of Critical Minerals Governance: Legitimizing Extraction for a Just and Sustainable Energy Transition,d3d37c2af234bb3d9c38e98f211f98133f4ea9b7f02c6bd1f8cac847c8db7600,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:369847b331bf7bac2a622883b5d5aa5b58d321fb4911bf838ffec9a061905109,evidence:doi:10.46799/ijssr.v4i9.940,30090903921-1,desalination,HYDRONIZATION,H,Q_DESALINATION_VAL_001,validation_eqf_translation,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",education,Education and training signal evidenced in: BRIDGING BUSINESS-EDUCATION GAPS: INSTRUCTIONAL DESIGN OF ENTREPRENEUR COURSE AND ITS MICRO-CREDENTIAL CERTIFICATION FRAMEWORK FOR SELF-EMPLOYED JUNIOR BUSINESS FACILITATOR OUTCOME,BRIDGING BUSINESS-EDUCATION GAPS: INSTRUCTIONAL DESIGN OF ENTREPRENEUR COURSE AND ITS MICRO-CREDENTIAL CERTIFICATION FRAMEWORK FOR SELF-EMPLOYED JUNIOR BUSINESS FACILITATOR OUTCOME,ac76fd84fc2371c83e45aab6c19a2c6bee50723e25b0ca14c9366a15d78dd32a,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:369e5ff02ea16b019f0153ea4a724c9a80381b3ab2c90adb26c09085dbeceea8,evidence:doi:10.31763/ijele.v3i1.93,30090903921-1,blue_biotech,MARINE,M,Q_BLUE_BIOTECH_COMP_002,competence_demand,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",curriculum,Education and training signal evidenced in: The religion in higher education curriculum referring to Indonesian qualification framework: The inclusion of neuroscience and anti-corruption education,The religion in higher education curriculum referring to Indonesian qualification framework: The inclusion of neuroscience and anti-corruption education,ed6a301c51649e23a64f6c053c65bfaf43c0265e7e3dfa50f2e1b274ada2012c,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:36c12b3a8d8cd87b836843a4ae673e722b8ff90161829760b790dbc84bc1d29a,evidence:doi:10.3390/app152413135,30090903921-1,desalination,HYDRONIZATION,H,Q_DESALINATION_EMRG_001,emerging_demand,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",resilience,"Sustainability, resilience, or adaptation skill evidenced in: Digital Twin and AI Models for Infrastructure Resilience: A Systematic Knowledge Mapping",Digital Twin and AI Models for Infrastructure Resilience: A Systematic Knowledge Mapping,5062ce934bbfb532c4eb8a067b47677caf112c9e01ec01bdc3c2d1fa4abd89a7,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:36df776c5ef5bfc8cba8882efbc9664e9c713709bf9ba5a78f70513d49c1a954,evidence:doi:10.4018/979-8-3693-3856-8,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_COMP_001,competence_demand,title,workforce_skill,Workforce skill signal,"Mentions of workforce, labour, employment, and human-capital dimensions.",workforce,Workforce skill signal evidenced in: Revitalizing Student Skills for Workforce Preparation,Revitalizing Student Skills for Workforce Preparation,0d346faec0a9f779bb8ef7f62ee045b3886112d119521d463bcf4002f97e3201,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:36df96ff831cdb20ebb1d29fda0418e0821c72cfb391c71068c5912d9684f105,evidence:doi:10.4018/979-8-3373-7785-8.ch013,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_EMRG_001,emerging_demand,title,technical_skill,Technical or engineering skill,"Engineering, technology, and operations skill signals.",sensor,Technical or engineering skill evidenced in: Intelligent Transport Systems on Employing Wireless Sensor Networks for Smart Vehicle Communication,Intelligent Transport Systems on Employing Wireless Sensor Networks for Smart Vehicle Communication,ad7da0cd4850f4dadaaca0619f3cfac8c794e005cda12b2564339f7def8f0a45,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:36e6ecaa85d6be9e5febb798bc140a5807377735cf8644cca111955d686f4cc6,evidence:doi:10.3389/fmars.2026.1882539,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_002,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",resilience,"Sustainability, resilience, or adaptation skill evidenced in: Editorial: Smartization and resilience of ports and shipping",Editorial: Smartization and resilience of ports and shipping,0fb068fc6f2d728c69d55eb19ff12a496359588516f9faa45e22406ad9e5f368,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:36ef1560dcb354776d8ef887d6f92edfac2fe0938e27f978ead44471dbec81ee,evidence:doi:10.23900/artefactum.v25i1.2609,30090903921-1,ship_repair,MARITIME,T,Q_SHIP_REPAIR_CORE_002,core_sector,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",qualification,Education and training signal evidenced in: SUSTAINABLE RETROFIT IN LODGING FACILITIES: DECARBONIZATION AND TECHNICAL-MANAGERIAL DECISION IN THE REQUALIFICATION OF THE BUILT ASSET,SUSTAINABLE RETROFIT IN LODGING FACILITIES: DECARBONIZATION AND TECHNICAL-MANAGERIAL DECISION IN THE REQUALIFICATION OF THE BUILT ASSET,176b0e922ef328d074a007825dd40203b0aa5ea3f8ef0c4df419519c365a2232,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
