query_id,sector_slug,query_family,query_text,provider,provider_canonical,execution_status,returned_record_count,normalized_record_count,contributed_record_count,raw_record_count,accepted_record_count,excluded_outside_time_window_count,excluded_missing_year_count,from_year,to_year,declared_sort_strategy,sort_status,declared_sampling_mode,declared_pages,declared_rows_per_page,sampling_status,time_window_status,requested_constraint_filters,applied_constraint_filters,unsupported_constraint_filters,unapplied_constraint_filters,validity_warnings,errors,warnings
Q_DESALINATION_EMRG_002,desalination,emerging_demand,desalination climate adaptation just transition hydrosocial safety,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""desalination"" AND ""climate"" AND ""adaptation"" AND ""just"" AND ""transition"" AND ""hydrosocial"" AND ""safety"")'; requested_count=50; applied_count=25"
Q_DESALINATION_HYP_001,desalination,hypothesis_verification,desalination maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,crossref,crossref,completed,50,15,12,50,15,30,5,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_DESALINATION_HYP_001,desalination,hypothesis_verification,desalination maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""desalination"" AND ""maritimisation"" AND ""marinization"" AND ""oceanisation"" AND ""hydrosocial"" AND ""de-base-re"" AND ""hypothesis"" AND ""verification"" AND ""indicators"")'; requested_count=50; applied_count=25"
Q_DESALINATION_THY_001,desalination,theory_translation,desalination qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,crossref,crossref,completed,50,33,33,50,33,15,2,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_DESALINATION_THY_001,desalination,theory_translation,desalination qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""desalination"" AND ""qmbd"" AND ""axis"" AND ""translation"" AND ""marine"" AND ""maritime"" AND ""oceanic"" AND ""hydronization"" AND ""theory"" AND ""terms"" AND ""taxonomy"" AND ""mapping"")'; requested_count=50; applied_count=25"
Q_DESALINATION_VAL_001,desalination,validation_eqf_translation,desalination EQF qualification framework micro-credential learning outcomes,crossref,crossref,completed,50,42,42,50,42,7,1,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_DESALINATION_VAL_001,desalination,validation_eqf_translation,desalination EQF qualification framework micro-credential learning outcomes,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""desalination"" AND ""EQF"" AND ""qualification"" AND ""framework"" AND ""micro"" AND ""credential"" AND ""learning"" AND ""outcomes"")'; requested_count=50; applied_count=25"
Q_INFRA_ROBOTICS_COMP_001,infra_robotics,competence_demand,offshore robotics workforce skills competences training professional development,crossref,crossref,completed,50,34,33,50,34,12,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_INFRA_ROBOTICS_COMP_001,infra_robotics,competence_demand,offshore robotics workforce skills competences training professional development,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""offshore"" AND ""robotics"" AND ""workforce"" AND ""skills"" AND ""competences"" AND ""training"" AND ""professional"" AND ""development"")'; requested_count=50; applied_count=25"
Q_INFRA_ROBOTICS_COMP_002,infra_robotics,competence_demand,maritime robotics engineer education learning outcomes curriculum qualification,crossref,crossref,completed,50,28,28,50,28,19,3,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_INFRA_ROBOTICS_COMP_002,infra_robotics,competence_demand,maritime robotics engineer education learning outcomes curriculum qualification,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""robotics"" AND ""engineer"" AND ""education"" AND ""learning"" AND ""outcomes"" AND ""curriculum"" AND ""qualification"")'; requested_count=50; applied_count=25"
Q_INFRA_ROBOTICS_CORE_001,infra_robotics,core_sector,maritime infrastructure cyber physical systems digital twin,crossref,crossref,completed,50,45,44,50,45,3,2,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_INFRA_ROBOTICS_CORE_001,infra_robotics,core_sector,maritime infrastructure cyber physical systems digital twin,scopus,scopus,completed,10,10,9,10,10,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""infrastructure"" AND ""cyber"" AND ""physical"" AND ""systems"" AND ""digital"" AND ""twin"")'; requested_count=50; applied_count=25"
Q_INFRA_ROBOTICS_CORE_002,infra_robotics,core_sector,offshore robotics marine monitoring autonomous systems,crossref,crossref,completed,50,21,14,50,21,28,1,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_INFRA_ROBOTICS_CORE_002,infra_robotics,core_sector,offshore robotics marine monitoring autonomous systems,scopus,scopus,completed,25,21,21,25,21,4,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""offshore"" AND ""robotics"" AND ""marine"" AND ""monitoring"" AND ""autonomous"" AND ""systems"")'; requested_count=50; applied_count=25"
Q_INFRA_ROBOTICS_CORE_003,infra_robotics,core_sector,smart coastal infrastructure flood risk adaptation,crossref,crossref,completed,50,40,39,50,40,8,2,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.149 wait_seconds=1.149|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_CORE_003,infra_robotics,core_sector,smart coastal infrastructure flood risk adaptation,scopus,scopus,completed,4,4,4,4,4,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""smart"" AND ""coastal"" AND ""infrastructure"" AND ""flood"" AND ""risk"" AND ""adaptation"")'; requested_count=50; applied_count=25"
Q_INFRA_ROBOTICS_EMRG_001,infra_robotics,emerging_demand,offshore robotics AI digital twin autonomous systems resilience,crossref,crossref,completed,50,42,42,50,42,4,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.065 wait_seconds=1.065|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_EMRG_001,infra_robotics,emerging_demand,offshore robotics AI digital twin autonomous systems resilience,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""offshore"" AND ""robotics"" AND ""AI"" AND ""digital"" AND ""twin"" AND ""autonomous"" AND ""systems"" AND ""resilience"")'; requested_count=50; applied_count=25"
Q_INFRA_ROBOTICS_EMRG_002,infra_robotics,emerging_demand,maritime cyber-physical systems climate adaptation safety port-city,crossref,crossref,completed,50,27,26,50,27,15,8,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_INFRA_ROBOTICS_EMRG_002,infra_robotics,emerging_demand,maritime cyber-physical systems climate adaptation safety port-city,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""cyber"" AND ""physical"" AND ""systems"" AND ""climate"" AND ""adaptation"" AND ""safety"" AND ""port-city"")'; requested_count=50; applied_count=25"
Q_INFRA_ROBOTICS_HYP_001,infra_robotics,hypothesis_verification,infra & robotics maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,crossref,crossref,completed,50,24,19,50,24,17,9,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_INFRA_ROBOTICS_HYP_001,infra_robotics,hypothesis_verification,infra & robotics maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""infra"" AND ""robotics"" AND ""maritimisation"" AND ""marinization"" AND ""oceanisation"" AND ""hydrosocial"" AND ""de-base-re"" AND ""hypothesis"" AND ""verification"" AND ""indicators"")'; requested_count=50; applied_count=25"
Q_INFRA_ROBOTICS_THY_001,infra_robotics,theory_translation,infra & robotics qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,crossref,crossref,completed,50,36,36,50,36,13,1,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.474 wait_seconds=1.474|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_THY_001,infra_robotics,theory_translation,infra & robotics qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""infra"" AND ""robotics"" AND ""qmbd"" AND ""axis"" AND ""translation"" AND ""marine"" AND ""maritime"" AND ""oceanic"" AND ""hydronization"" AND ""theory"" AND ""terms"" AND ""taxonomy"" AND ""mapping"")'; requested_count=50; applied_count=25"
Q_INFRA_ROBOTICS_VAL_001,infra_robotics,validation_eqf_translation,offshore robotics EQF qualification framework micro-credential learning outcomes,crossref,crossref,completed,50,39,38,50,39,9,2,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_INFRA_ROBOTICS_VAL_001,infra_robotics,validation_eqf_translation,offshore robotics EQF qualification framework micro-credential learning outcomes,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""offshore"" AND ""robotics"" AND ""EQF"" AND ""qualification"" AND ""framework"" AND ""micro"" AND ""credential"" AND ""learning"" AND ""outcomes"")'; requested_count=50; applied_count=25"
Q_LIVING_RES_COMP_001,living_res,competence_demand,fisheries workforce skills competences training professional development,crossref,crossref,completed,50,35,34,50,35,11,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_LIVING_RES_COMP_001,living_res,competence_demand,fisheries workforce skills competences training professional development,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""fisheries"" AND ""workforce"" AND ""skills"" AND ""competences"" AND ""training"" AND ""professional"" AND ""development"")'; requested_count=50; applied_count=25"
Q_LIVING_RES_COMP_002,living_res,competence_demand,aquaculture education learning outcomes curriculum qualification,crossref,crossref,completed,50,25,25,50,25,22,3,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_LIVING_RES_COMP_002,living_res,competence_demand,aquaculture education learning outcomes curriculum qualification,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""aquaculture"" AND ""education"" AND ""learning"" AND ""outcomes"" AND ""curriculum"" AND ""qualification"")'; requested_count=50; applied_count=25"
Q_LIVING_RES_CORE_001,living_res,core_sector,small scale fisheries livelihoods blue economy governance,crossref,crossref,completed,50,42,37,50,42,7,1,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_LIVING_RES_CORE_001,living_res,core_sector,small scale fisheries livelihoods blue economy governance,scopus,scopus,completed,20,19,19,20,19,1,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""small"" AND ""scale"" AND ""fisheries"" AND ""livelihoods"" AND ""blue"" AND ""economy"" AND ""governance"")'; requested_count=50; applied_count=25"
Q_LIVING_RES_CORE_002,living_res,core_sector,fisheries management sustainability marine protected areas,crossref,crossref,completed,50,20,19,50,20,29,1,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_LIVING_RES_CORE_002,living_res,core_sector,fisheries management sustainability marine protected areas,scopus,scopus,completed,25,25,25,25,25,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""fisheries"" AND ""management"" AND ""sustainability"" AND ""marine"" AND ""protected"" AND ""areas"")'; requested_count=50; applied_count=25"
Q_LIVING_RES_CORE_003,living_res,core_sector,aquaculture social licence environmental impact governance,crossref,crossref,completed,50,39,28,50,39,10,1,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_LIVING_RES_CORE_003,living_res,core_sector,aquaculture social licence environmental impact governance,scopus,scopus,completed,4,3,3,4,3,1,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""aquaculture"" AND ""social"" AND ""licence"" AND ""environmental"" AND ""impact"" AND ""governance"")'; requested_count=50; applied_count=25"
Q_LIVING_RES_EMRG_001,living_res,emerging_demand,fisheries AI digital twin resilience climate adaptation just transition,crossref,crossref,completed,50,44,44,50,44,1,5,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_LIVING_RES_EMRG_001,living_res,emerging_demand,fisheries AI digital twin resilience climate adaptation just transition,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""fisheries"" AND ""AI"" AND ""digital"" AND ""twin"" AND ""resilience"" AND ""climate"" AND ""adaptation"" AND ""just"" AND ""transition"")'; requested_count=50; applied_count=25"
Q_LIVING_RES_EMRG_002,living_res,emerging_demand,small scale fisheries blue economy labour ocean literacy marine governance,crossref,crossref,completed,50,44,42,50,44,5,1,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.044 wait_seconds=1.044|Crossref retry terminal_status=success attempt=2
Q_LIVING_RES_EMRG_002,living_res,emerging_demand,small scale fisheries blue economy labour ocean literacy marine governance,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""small"" AND ""scale"" AND ""fisheries"" AND ""blue"" AND ""economy"" AND ""labour"" AND ""ocean"" AND ""literacy"" AND ""marine"" AND ""governance"")'; requested_count=50; applied_count=25"
Q_LIVING_RES_HYP_001,living_res,hypothesis_verification,living res. maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,crossref,crossref,completed,50,20,17,50,20,26,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.284 wait_seconds=1.284|Crossref retry terminal_status=success attempt=2
Q_LIVING_RES_HYP_001,living_res,hypothesis_verification,living res. maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""living"" AND ""res."" AND ""maritimisation"" AND ""marinization"" AND ""oceanisation"" AND ""hydrosocial"" AND ""de-base-re"" AND ""hypothesis"" AND ""verification"" AND ""indicators"")'; requested_count=50; applied_count=25"
Q_LIVING_RES_THY_001,living_res,theory_translation,living res. qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,crossref,crossref,completed,50,32,32,50,32,16,2,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.457 wait_seconds=1.457|Crossref retry terminal_status=success attempt=2
Q_LIVING_RES_THY_001,living_res,theory_translation,living res. qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""living"" AND ""res."" AND ""qmbd"" AND ""axis"" AND ""translation"" AND ""marine"" AND ""maritime"" AND ""oceanic"" AND ""hydronization"" AND ""theory"" AND ""terms"" AND ""taxonomy"" AND ""mapping"")'; requested_count=50; applied_count=25"
Q_LIVING_RES_VAL_001,living_res,validation_eqf_translation,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,crossref,crossref,completed,50,38,38,50,38,11,1,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_LIVING_RES_VAL_001,living_res,validation_eqf_translation,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""fisheries"" AND ""aquaculture"" AND ""EQF"" AND ""qualification"" AND ""framework"" AND ""micro"" AND ""credential"" AND ""learning"" AND ""outcomes"")'; requested_count=50; applied_count=25"
Q_MARITIME_DEFENCE_COMP_001,maritime_defence,competence_demand,maritime security workforce skills competences training professional development,crossref,crossref,completed,50,36,35,50,36,12,2,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_DEFENCE_COMP_001,maritime_defence,competence_demand,maritime security workforce skills competences training professional development,scopus,scopus,completed,1,1,1,1,1,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""security"" AND ""workforce"" AND ""skills"" AND ""competences"" AND ""training"" AND ""professional"" AND ""development"")'; requested_count=50; applied_count=25"
Q_MARITIME_DEFENCE_COMP_002,maritime_defence,competence_demand,naval operations education learning outcomes curriculum qualification,crossref,crossref,completed,50,23,23,50,23,22,5,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.461 wait_seconds=1.461|Crossref retry terminal_status=success attempt=2
Q_MARITIME_DEFENCE_COMP_002,maritime_defence,competence_demand,naval operations education learning outcomes curriculum qualification,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""naval"" AND ""operations"" AND ""education"" AND ""learning"" AND ""outcomes"" AND ""curriculum"" AND ""qualification"")'; requested_count=50; applied_count=25"
