record_pk,canonical_record_id,preferred_identifier,source_type_code,source_type_label,qmbd_axis_code,qmbd_axis_label,record_origin_code,record_origin_label,title,doi,source_id
record_pk_b58d8c37ed6afc33,10.1016/j.cosust.2011.12.001,10.1016/j.cosust.2011.12.001,1,literature_record,-98,Not extracted,3,LIVE_API,Governance and coastal boundaries in the tropics,10.1016/j.cosust.2011.12.001,crossref:10.1016/j.cosust.2011.12.001
record_pk_d034101609997bba,10.1016/j.cosust.2020.11.003,10.1016/j.cosust.2020.11.003,1,literature_record,-98,Not extracted,3,LIVE_API,Responsible research and innovation and social licence to operate: aligning concepts for advancing marine innovation and development governance,10.1016/j.cosust.2020.11.003,crossref:10.1016/j.cosust.2020.11.003
record_pk_9ccbb215c29c9ba7,10.1016/j.cpes.2026.01.001,10.1016/j.cpes.2026.01.001,1,literature_record,-98,Not extracted,3,LIVE_API,Digital twin-based integrated modeling and maintenance framework in the power grid data center scenario,10.1016/j.cpes.2026.01.001,crossref:10.1016/j.cpes.2026.01.001
record_pk_6da682f188145b99,10.1016/j.crm.2013.10.001,10.1016/j.crm.2013.10.001,1,literature_record,-98,Not extracted,3,LIVE_API,Bangladesh’s dynamic coastal regions and sea-level rise,10.1016/j.crm.2013.10.001,crossref:10.1016/j.crm.2013.10.001
record_pk_8e49448ce7aab5b6,10.1016/j.crm.2021.100305,10.1016/j.crm.2021.100305,1,literature_record,-98,Not extracted,3,LIVE_API,Building-level adaptation analysis under uncertain sea-level rise,10.1016/j.crm.2021.100305,crossref:10.1016/j.crm.2021.100305
record_pk_4f3dc00e5b69ddb1,10.1016/j.crm.2021.100355,10.1016/j.crm.2021.100355,1,literature_record,-98,Not extracted,3,LIVE_API,Long-term sea-level rise necessitates a commitment to adaptation: A first order assessment,10.1016/j.crm.2021.100355,crossref:10.1016/j.crm.2021.100355
record_pk_f6162012e70255eb,10.1016/j.crm.2021.100361,10.1016/j.crm.2021.100361,1,literature_record,-98,Not extracted,3,LIVE_API,Pricing climate risk: Are flooding and sea level rise risk capitalised in Australian residential property?,10.1016/j.crm.2021.100361,crossref:10.1016/j.crm.2021.100361
record_pk_0d113a62504abf84,10.1016/j.crm.2025.100719,10.1016/j.crm.2025.100719,1,literature_record,-98,Not extracted,3,LIVE_API,Floating and stilted structures as strategies in coastal climate adaptation: Local monsoon adaptation practices and implications for flood risk management,10.1016/j.crm.2025.100719,crossref:10.1016/j.crm.2025.100719
record_pk_c458a69d393b761b,10.1016/j.cscee.2023.100356,10.1016/j.cscee.2023.100356,1,literature_record,-98,Not extracted,3,LIVE_API,Extracting minerals from desalination brine using innovative capacitive photo electrocatalytic desalination cells (cPEDC),10.1016/j.cscee.2023.100356,crossref:10.1016/j.cscee.2023.100356
record_pk_c6d319e84be03dab,10.1016/j.csi.2017.09.006,10.1016/j.csi.2017.09.006,1,literature_record,-98,Not extracted,3,LIVE_API,Cyber-attack path discovery in a dynamic supply chain maritime risk management system,10.1016/j.csi.2017.09.006,crossref:10.1016/j.csi.2017.09.006
record_pk_80fb8596e301b07e,10.1016/j.cstp.2026.101876,10.1016/j.cstp.2026.101876,1,literature_record,-98,Not extracted,3,LIVE_API,Operationalizing maritime decarbonization policy through emissions monitoring: lessons from the Straits of Malacca,10.1016/j.cstp.2026.101876,crossref:10.1016/j.cstp.2026.101876
record_pk_95113bd9ceb19e64,10.1016/j.desal.2004.05.004,10.1016/j.desal.2004.05.004,1,literature_record,-98,Not extracted,3,LIVE_API,Some criteria to minimize the impact of brine dischargeinto the sea,10.1016/j.desal.2004.05.004,crossref:10.1016/j.desal.2004.05.004
record_pk_7242f5977a0452b5,10.1016/j.desal.2004.06.159,10.1016/j.desal.2004.06.159,1,literature_record,-98,Not extracted,3,LIVE_API,Environmental impact of seawater desalination: relations between improvement in efficiency and environmental impact,10.1016/j.desal.2004.06.159,crossref:10.1016/j.desal.2004.06.159
record_pk_e750aee745d57c01,10.1016/j.desal.2005.02.035,10.1016/j.desal.2005.02.035,1,literature_record,-98,Not extracted,3,LIVE_API,Impact of land disposal of reject brine from desalination plants on soil and groundwater,10.1016/j.desal.2005.02.035,crossref:10.1016/j.desal.2005.02.035
record_pk_02ab94f58eb5adf6,10.1016/j.desal.2005.02.039,10.1016/j.desal.2005.02.039,1,literature_record,-98,Not extracted,3,LIVE_API,Environmental impact of brine disposal on Posidonia seagrasses,10.1016/j.desal.2005.02.039,crossref:10.1016/j.desal.2005.02.039
record_pk_57d2220edb889a61,10.1016/j.desal.2006.01.006,10.1016/j.desal.2006.01.006,1,literature_record,-98,Not extracted,3,LIVE_API,Erratum to: “Environmental impact of brine disposal on Posidonia seagrass”* [Desalination 182 (2005) 517–524],10.1016/j.desal.2006.01.006,crossref:10.1016/j.desal.2006.01.006
record_pk_5a2d7d6d062537f1,10.1016/j.desal.2006.03.536,10.1016/j.desal.2006.03.536,1,literature_record,-98,Not extracted,3,LIVE_API,Re-assessing the impact of desalination plants brine discharges on eroding beaches,10.1016/j.desal.2006.03.536,crossref:10.1016/j.desal.2006.03.536
record_pk_9e2067dd4f7f4263,10.1016/j.desal.2007.02.059,10.1016/j.desal.2007.02.059,1,literature_record,-98,Not extracted,3,LIVE_API,Modelling and environmentally sound management of brine discharges from desalination plants,10.1016/j.desal.2007.02.059,crossref:10.1016/j.desal.2007.02.059
record_pk_0ef92a614fe23fb9,10.1016/j.desal.2007.04.066,10.1016/j.desal.2007.04.066,1,literature_record,-98,Not extracted,3,LIVE_API,Seawater intake and pre-treatment/brine discharge — environmental issues,10.1016/j.desal.2007.04.066,crossref:10.1016/j.desal.2007.04.066
record_pk_d1a353050284139c,10.1016/j.desal.2012.07.039,10.1016/j.desal.2012.07.039,1,literature_record,-98,Not extracted,3,LIVE_API,An improved life cycle impact assessment (LCIA) approach for assessing aquatic eco-toxic impact of brine disposal from seawater desalination plants,10.1016/j.desal.2012.07.039,crossref:10.1016/j.desal.2012.07.039
record_pk_777d74f502772444,10.1016/j.desal.2013.12.038,10.1016/j.desal.2013.12.038,1,literature_record,-98,Not extracted,3,LIVE_API,Comparative study of brine management technologies for desalination plants,10.1016/j.desal.2013.12.038,crossref:10.1016/j.desal.2013.12.038
record_pk_81354a24e6ff1b66,10.1016/j.desal.2017.03.009,10.1016/j.desal.2017.03.009,1,literature_record,-98,Not extracted,3,LIVE_API,Energy-water-environment nexus underpinning future desalination sustainability,10.1016/j.desal.2017.03.009,crossref:10.1016/j.desal.2017.03.009
record_pk_a48ec588d418fed9,10.1016/j.desal.2019.114132,10.1016/j.desal.2019.114132,1,literature_record,-98,Not extracted,3,LIVE_API,Evaluating environmental requirements for the management of brine discharges in Spain,10.1016/j.desal.2019.114132,crossref:10.1016/j.desal.2019.114132
record_pk_eaf7439c59d91c4a,10.1016/j.desal.2022.115839,10.1016/j.desal.2022.115839,1,literature_record,-98,Not extracted,3,LIVE_API,Brine management systems using membrane concentrators: Future directions for membrane development in desalination,10.1016/j.desal.2022.115839,crossref:10.1016/j.desal.2022.115839
record_pk_8394e36cc2491162,10.1016/j.desal.2022.116317,10.1016/j.desal.2022.116317,1,literature_record,-98,Not extracted,3,LIVE_API,"Reuse of brine from inland desalination plants with duckweed, fish and halophytes toward increased food production and improved environmental control",10.1016/j.desal.2022.116317,crossref:10.1016/j.desal.2022.116317
record_pk_f67c380bd386fe58,10.1016/j.desal.2024.117294,10.1016/j.desal.2024.117294,1,literature_record,-98,Not extracted,3,LIVE_API,Electrodialysis for sustainable management of seawater-brine: Increasing water recovery via production of hypersaline solution for brine-mining processes,10.1016/j.desal.2024.117294,crossref:10.1016/j.desal.2024.117294
record_pk_b4c3b624c9e2ea7e,10.1016/j.desal.2024.117424,10.1016/j.desal.2024.117424,1,literature_record,-98,Not extracted,3,LIVE_API,A sustainable resource recovery approach through micro-algae integrated brine management in minimal liquid discharge system,10.1016/j.desal.2024.117424,crossref:10.1016/j.desal.2024.117424
record_pk_f758fe8697f0dd58,10.1016/j.desal.2024.118349,10.1016/j.desal.2024.118349,1,literature_record,-98,Not extracted,3,LIVE_API,Techno-economic optimization of a trigeneration system attaining water-heat-energy nexus considering an underground gravity energy storage,10.1016/j.desal.2024.118349,crossref:10.1016/j.desal.2024.118349
record_pk_f2268b68f746c3aa,10.1016/j.desal.2024.118474,10.1016/j.desal.2024.118474,1,literature_record,-98,Not extracted,3,LIVE_API,Optimisation of desalination-based water system with integrated renewable energy and storage within the water-energy nexus,10.1016/j.desal.2024.118474,crossref:10.1016/j.desal.2024.118474
record_pk_2154d193c2c54a5a,10.1016/j.desal.2025.119291,10.1016/j.desal.2025.119291,1,literature_record,-98,Not extracted,3,LIVE_API,Brackish water vs. brine outfall: impact of desalination plant discharge in vulnerable coastal sites,10.1016/j.desal.2025.119291,crossref:10.1016/j.desal.2025.119291
record_pk_9430cd8303fd36a8,10.1016/j.desal.2026.119903,10.1016/j.desal.2026.119903,1,literature_record,-98,Not extracted,3,LIVE_API,Environmental and technological perspectives on SWRO brine minimization: Toward sustainable desalination,10.1016/j.desal.2026.119903,crossref:10.1016/j.desal.2026.119903
record_pk_dac422f6fb3255e4,10.1016/j.desal.2026.120112,10.1016/j.desal.2026.120112,1,literature_record,-98,Not extracted,3,LIVE_API,Mineral carbonation in seawater desalination brine: Review and future perspective,10.1016/j.desal.2026.120112,crossref:10.1016/j.desal.2026.120112
record_pk_2a376521abdbfa93,10.1016/j.dwt.2025.101046,10.1016/j.dwt.2025.101046,1,literature_record,-98,Not extracted,3,LIVE_API,Spatiotemporal evolution of water-linked ecosystem service values in the Pearl River Basin: A GIS-based approach for sustainable water-ecology-society governance,10.1016/j.dwt.2025.101046,crossref:10.1016/j.dwt.2025.101046
record_pk_6027855a88a21174,10.1016/j.dwt.2025.101120,10.1016/j.dwt.2025.101120,1,literature_record,-98,Not extracted,3,LIVE_API,"Dynamics in green governance in China: Exploring the relationship between carbon emissions, water consumption and economic planning",10.1016/j.dwt.2025.101120,crossref:10.1016/j.dwt.2025.101120
record_pk_d0731caee5374f22,10.1016/j.ecolecon.2022.107419,10.1016/j.ecolecon.2022.107419,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Cross-border ocean research collaboration: The many sizes and characters of the Blue Economy,,10.1016/j.ecolecon.2022.107419
record_pk_3e10c0b0ab6f3b57,10.1016/j.ecolmodel.2007.05.006,10.1016/j.ecolmodel.2007.05.006,1,literature_record,-98,Not extracted,3,LIVE_API,Uncertainty and sustainability in fisheries and the benefit of marine protected areas,10.1016/j.ecolmodel.2007.05.006,crossref:10.1016/j.ecolmodel.2007.05.006
record_pk_6add9e53713434b3,10.1016/j.ecss.2017.01.002,10.1016/J.ECSS.2017.01.002,1,literature_record,1,Marine,2,STATIC_LITERATURE,Coral reef and seagrass restoration science: Socializing the coast: Engaging the social science of tropical coastal,,10.1016/J.ECSS.2017.01.002
record_pk_992ef2f6c1561781,10.1016/j.egyr.2024.03.018,10.1016/j.egyr.2024.03.018,1,literature_record,-98,Not extracted,3,LIVE_API,Evaluation of offshore wind energy zones within marine spatial planning: A case study in the Spanish Mediterranean Sea,10.1016/j.egyr.2024.03.018,crossref:10.1016/j.egyr.2024.03.018
record_pk_f0a94c3445d4062f,10.1016/j.eiar.2010.04.011,10.1016/j.eiar.2010.04.011,1,literature_record,-98,Not extracted,3,LIVE_API,Environmental conflict mediation and social impact assessment: Approaches for enhanced environmental governance?,10.1016/j.eiar.2010.04.011,crossref:10.1016/j.eiar.2010.04.011
record_pk_c189b833c97bb71a,10.1016/j.eiar.2011.06.002,10.1016/j.eiar.2011.06.002,1,literature_record,-98,Not extracted,3,LIVE_API,The environmental interactions of tidal and wave energy generation devices,10.1016/j.eiar.2011.06.002,crossref:10.1016/j.eiar.2011.06.002
record_pk_133f9e40ff71fd68,10.1016/j.eiar.2017.04.003,10.1016/j.eiar.2017.04.003,1,literature_record,-98,Not extracted,3,LIVE_API,Social sensitivity analysis in conflictive environmental governance: A case of forest planning,10.1016/j.eiar.2017.04.003,crossref:10.1016/j.eiar.2017.04.003
record_pk_4eeeee5ab53ed521,10.1016/j.eiar.2018.07.001,10.1016/j.eiar.2018.07.001,1,literature_record,-98,Not extracted,3,LIVE_API,How a large project was halted by the lack of a social Licence to operate: Testing the applicability of the Thomson and Boutilier model,10.1016/j.eiar.2018.07.001,crossref:10.1016/j.eiar.2018.07.001
record_pk_344a9f8e91f90c9b,10.1016/j.eiar.2025.107865,10.1016/j.eiar.2025.107865,1,literature_record,-98,Not extracted,3,LIVE_API,Securing a social licence for development projects: A fuzzy-set qualitative comparative analysis of land expropriation cases in China,10.1016/j.eiar.2025.107865,crossref:10.1016/j.eiar.2025.107865
record_pk_a1994c416801f176,10.1016/j.eiar.2025.108069,10.1016/j.eiar.2025.108069,1,literature_record,-98,Not extracted,3,LIVE_API,"Social inequality: Practicing environmental, social and governance principle in China",10.1016/j.eiar.2025.108069,crossref:10.1016/j.eiar.2025.108069
record_pk_dcb36ee0f7cc386e,10.1016/j.eiar.2026.108342,10.1016/j.eiar.2026.108342,1,literature_record,-98,Not extracted,3,LIVE_API,Does social stability risk assessment improve social governance level in China?,10.1016/j.eiar.2026.108342,crossref:10.1016/j.eiar.2026.108342
record_pk_7191022f02707b84,10.1016/j.enavi.2014.12.006,10.1016/j.enavi.2014.12.006,1,literature_record,-98,Not extracted,3,LIVE_API,Irrationality in Politics and Governance of Maritime Affairs: The Collapse of Sovereign Maritime Governance,10.1016/j.enavi.2014.12.006,crossref:10.1016/j.enavi.2014.12.006
record_pk_c3dba9c15408eac1,10.1016/j.enpol.2010.10.031,10.1016/j.enpol.2010.10.031,1,literature_record,-98,Not extracted,3,LIVE_API,Continuous spatial modelling to analyse planning and economic consequences of offshore wind energy,10.1016/j.enpol.2010.10.031,crossref:10.1016/j.enpol.2010.10.031
record_pk_68872a5c55825dba,10.1016/j.envsci.2021.05.022,10.1016/J.ENVSCI.2021.05.022,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Indigenous and traditional fishing rights advocacy: Equity in environmental governance: perceived fairness of distribution,,10.1016/J.ENVSCI.2021.05.022
record_pk_6c1955707d2dc003,10.1016/j.envsci.2023.03.002,10.1016/j.envsci.2023.03.002,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Occupational health and safety at sea: Marine and coastal places: Wellbeing in a blue economy,,10.1016/j.envsci.2023.03.002
record_pk_89046a1db95d7e73,10.1016/j.envsci.2023.05.020,10.1016/j.envsci.2023.05.020,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Socio-technical transitions in shipping: Patterns of injustices in water allocation mechanisms in the Brazilian,,10.1016/j.envsci.2023.05.020
record_pk_459b941846a3564a,10.1016/j.envsci.2024.103710,10.1016/j.envsci.2024.103710,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Community participation in marine spatial planning: Rethinking blue economy governance – A blue economy equity model as an,,10.1016/j.envsci.2024.103710
record_pk_db231927a405237c,10.1016/j.envsci.2026.104408,10.1016/j.envsci.2026.104408,1,literature_record,-98,Not extracted,3,LIVE_API,"Reimagining water governance through feminist perspectives: Women’s everyday experiences in the Toltén Hydrosocial Territory, Southern Chile",10.1016/j.envsci.2026.104408,crossref:10.1016/j.envsci.2026.104408
record_pk_d768eca1ef3cde4d,10.1016/j.erss.2025.104259,10.1016/j.erss.2025.104259,1,literature_record,-98,Not extracted,3,LIVE_API,Policies with potential: inclusive governance for a just energy transition in Alaska,10.1016/j.erss.2025.104259,crossref:10.1016/j.erss.2025.104259
record_pk_877ec5ef88a13061,10.1016/j.erss.2025.104451,10.1016/j.erss.2025.104451,1,literature_record,-98,Not extracted,3,LIVE_API,Quiet power: How security interests shape offshore wind and marine spatial planning in Sweden,10.1016/j.erss.2025.104451,crossref:10.1016/j.erss.2025.104451
record_pk_6a45e421fd61d222,10.1016/j.esg.2020.100054,10.1016/j.esg.2020.100054,1,literature_record,-98,Not extracted,3,LIVE_API,Hardwired towards transformation? Assessing global climate governance for power sector decarbonization,10.1016/j.esg.2020.100054,crossref:10.1016/j.esg.2020.100054
record_pk_5370079916c5c3f6,10.1016/j.esg.2020.100072,10.1016/j.esg.2020.100072,1,literature_record,-98,Not extracted,3,LIVE_API,Global governance for the decarbonization of energy-intensive industries: Great potential underexploited,10.1016/j.esg.2020.100072,crossref:10.1016/j.esg.2020.100072
record_pk_54199e15818e58eb,10.1016/j.esg.2022.100150,10.1016/j.esg.2022.100150,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,"Ocean literacy and public engagement: Towards a reflexive, policy-relevant and engaged ocean science for the",,10.1016/j.esg.2022.100150
record_pk_e1369a02046237fc,10.1016/j.esr.2026.102275,10.1016/j.esr.2026.102275,1,literature_record,-98,Not extracted,3,LIVE_API,Strengthening Ireland's offshore wind policy: A review of international practices in offshore wind governance,10.1016/j.esr.2026.102275,crossref:10.1016/j.esr.2026.102275
record_pk_595e03d32ced136c,10.1016/j.exis.2026.101964,10.1016/j.exis.2026.101964,1,literature_record,-98,Not extracted,3,LIVE_API,"Mining policy in Spain: Legislative evolution, governance challenges, and alignment with the European critical raw materials framework",10.1016/j.exis.2026.101964,crossref:10.1016/j.exis.2026.101964
record_pk_bbe5558ae574f5c9,10.1016/j.fishres.2019.03.018,10.1016/j.fishres.2019.03.018,1,literature_record,-98,Not extracted,3,LIVE_API,Effectiveness of deepwater marine protected areas: Implication for Okinawan demersal fisheries management,10.1016/j.fishres.2019.03.018,crossref:10.1016/j.fishres.2019.03.018
record_pk_857ad0c3464e0ca6,10.1016/j.fishres.2024.107025,10.1016/j.fishres.2024.107025,1,literature_record,-98,Not extracted,3,LIVE_API,Marine protected areas – a review of their potential effects on lobster population size &amp; structure and fisheries management,10.1016/j.fishres.2024.107025,crossref:10.1016/j.fishres.2024.107025
record_pk_d523db22626cb577,10.1016/j.geoforum.2016.02.015,10.1016/j.geoforum.2016.02.015,1,literature_record,-98,Not extracted,3,LIVE_API,Contested hydrosocial territories and disputed water governance: Struggles and competing claims over the Ilisu Dam development in southeastern Turkey,10.1016/j.geoforum.2016.02.015,crossref:10.1016/j.geoforum.2016.02.015
record_pk_5548ebd518cfab33,10.1016/j.gloenvcha.2014.05.006,10.1016/J.GLOENVCHA.2014.05.006,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,"Indigenous and traditional fishing rights advocacy: Fishing for justice: Human rights, development, and fisheries sector r",,10.1016/J.GLOENVCHA.2014.05.006
record_pk_6c10e87e22e2b4c1,10.1016/j.gloenvcha.2020.102208,10.1016/J.GLOENVCHA.2020.102208,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Blue justice frameworks and social sustainability: Environmental justice in coastal systems: Perspectives from communitie,,10.1016/J.GLOENVCHA.2020.102208
record_pk_ec8c80c27e58b4eb,10.1016/j.heliyon.2023.e18190,10.1016/j.heliyon.2023.e18190,1,literature_record,1,Marine,2,STATIC_LITERATURE,Marine biodiversity monitoring and assessment: A comprehensive review on sustainable coastal zone management in Bangl,,10.1016/j.heliyon.2023.e18190
record_pk_18bdb189e793f513,10.1016/j.ijcip.2008.08.004,10.1016/j.ijcip.2008.08.004,1,literature_record,-98,Not extracted,3,LIVE_API,Models of critical information infrastructure protection,10.1016/j.ijcip.2008.08.004,crossref:10.1016/j.ijcip.2008.08.004
record_pk_968b75b38feb60f2,10.1016/j.ijcip.2008.08.010,10.1016/j.ijcip.2008.08.010,1,literature_record,-98,Not extracted,3,LIVE_API,Critical infrastructure protection,10.1016/j.ijcip.2008.08.010,crossref:10.1016/j.ijcip.2008.08.010
record_pk_cc3dafdb66518416,10.1016/j.ijcip.2009.02.003,10.1016/j.ijcip.2009.02.003,1,literature_record,-98,Not extracted,3,LIVE_API,There’s infrastructure and …critical infrastructure,10.1016/j.ijcip.2009.02.003,crossref:10.1016/j.ijcip.2009.02.003
record_pk_0ad72f7323d702e8,10.1016/j.ijcip.2009.07.004,10.1016/j.ijcip.2009.07.004,1,literature_record,-98,Not extracted,3,LIVE_API,Interactive visualizations for critical infrastructure analysis,10.1016/j.ijcip.2009.07.004,crossref:10.1016/j.ijcip.2009.07.004
record_pk_dd78142ef45d3b27,10.1016/j.ijcip.2009.08.006,10.1016/j.ijcip.2009.08.006,1,literature_record,-98,Not extracted,3,LIVE_API,Public–Private Partnerships are no silver bullet: An expanded governance model for Critical Infrastructure Protection,10.1016/j.ijcip.2009.08.006,crossref:10.1016/j.ijcip.2009.08.006
record_pk_dcd4deb2478e2a34,10.1016/j.ijcip.2009.10.002,10.1016/j.ijcip.2009.10.002,1,literature_record,-98,Not extracted,3,LIVE_API,Critical infrastructure protection under imperfect attacker perception,10.1016/j.ijcip.2009.10.002,crossref:10.1016/j.ijcip.2009.10.002
record_pk_e50bdb0aaa290927,10.1016/j.ijcip.2013.02.004,10.1016/j.ijcip.2013.02.004,1,literature_record,-98,Not extracted,3,LIVE_API,European Reference Network for Critical Infrastructure Protection,10.1016/j.ijcip.2013.02.004,crossref:10.1016/j.ijcip.2013.02.004
record_pk_8fcbcb96aa9929c6,10.1016/j.ijcip.2014.12.001,10.1016/j.ijcip.2014.12.001,1,literature_record,-98,Not extracted,3,LIVE_API,Two securities: How contemporary cyber geopolitics impacts critical infrastructure protection,10.1016/j.ijcip.2014.12.001,crossref:10.1016/j.ijcip.2014.12.001
record_pk_78a1cc2ec13faf30,10.1016/j.ijcip.2018.05.007,10.1016/j.ijcip.2018.05.007,1,literature_record,-98,Not extracted,3,LIVE_API,Legally critical: Defining critical infrastructure in an interconnected world,10.1016/j.ijcip.2018.05.007,crossref:10.1016/j.ijcip.2018.05.007
record_pk_907b58940c85dc11,10.1016/j.ijcip.2020.100386,10.1016/j.ijcip.2020.100386,1,literature_record,-98,Not extracted,3,LIVE_API,Editorial,10.1016/j.ijcip.2020.100386,crossref:10.1016/j.ijcip.2020.100386
record_pk_d454baeb33f43eb1,10.1016/j.ijcip.2021.100435,10.1016/j.ijcip.2021.100435,1,literature_record,-98,Not extracted,3,LIVE_API,SafeCI: Avoiding process anomalies in critical infrastructure,10.1016/j.ijcip.2021.100435,crossref:10.1016/j.ijcip.2021.100435
record_pk_0e20190005a55df8,10.1016/j.ijcip.2021.100472,10.1016/j.ijcip.2021.100472,1,literature_record,-98,Not extracted,3,LIVE_API,Vulnerability analysis of critical infrastructure network,10.1016/j.ijcip.2021.100472,crossref:10.1016/j.ijcip.2021.100472
record_pk_c6b25e5402e71fa2,10.1016/j.ijcip.2022.100526,10.1016/j.ijcip.2022.100526,1,literature_record,-98,Not extracted,3,LIVE_API,Digital transformation of the maritime industry: A cybersecurity systemic approach,10.1016/j.ijcip.2022.100526,crossref:10.1016/j.ijcip.2022.100526
record_pk_a9bb11bf53e63e23,10.1016/j.ijcip.2022.100571,10.1016/j.ijcip.2022.100571,1,literature_record,-98,Not extracted,3,LIVE_API,Developments and research directions in maritime cybersecurity: A systematic literature review and bibliometric analysis,10.1016/j.ijcip.2022.100571,crossref:10.1016/j.ijcip.2022.100571
record_pk_7c3ef37a7270e719,10.1016/j.ijcip.2023.100624,10.1016/j.ijcip.2023.100624,1,literature_record,-98,Not extracted,3,LIVE_API,National and international maritime situational awareness model examples and the effects of North Stream Pipelines sabotage,10.1016/j.ijcip.2023.100624,crossref:10.1016/j.ijcip.2023.100624
record_pk_4461cb6414ab5bc2,10.1016/j.ijcip.2024.100683,10.1016/j.ijcip.2024.100683,1,literature_record,-98,Not extracted,3,LIVE_API,Advancing coordination in critical maritime infrastructure protection: Lessons from maritime piracy and cybersecurity,10.1016/j.ijcip.2024.100683,crossref:10.1016/j.ijcip.2024.100683
record_pk_1133815ba17c7fb3,10.1016/j.ijcip.2024.100695,10.1016/j.ijcip.2024.100695,1,literature_record,-98,Not extracted,3,LIVE_API,Cyber risk assessment of cyber-enabled autonomous cargo vessel,10.1016/j.ijcip.2024.100695,crossref:10.1016/j.ijcip.2024.100695
record_pk_9ce4a5ac16cea353,10.1016/j.ijcip.2025.100814,10.1016/j.ijcip.2025.100814,1,literature_record,-98,Not extracted,3,LIVE_API,Critical thinking: exploring the expansion of critical infrastructure,10.1016/j.ijcip.2025.100814,crossref:10.1016/j.ijcip.2025.100814
record_pk_23b10f9747516dc8,10.1016/j.ijome.2013.11.008,10.1016/j.ijome.2013.11.008,1,literature_record,-98,Not extracted,3,LIVE_API,Optimal siting of offshore wind-power combined with wave energy through a marine spatial planning approach,10.1016/j.ijome.2013.11.008,crossref:10.1016/j.ijome.2013.11.008
record_pk_9b36f42ad80a0ea2,10.1016/j.jclepro.2021.126428,10.1016/j.jclepro.2021.126428,1,literature_record,-98,Not extracted,3,LIVE_API,Greenhouse gas emissions reduction potential by using antifouling coatings in a maritime transport industry,10.1016/j.jclepro.2021.126428,crossref:10.1016/j.jclepro.2021.126428
record_pk_7436a56901843f78,10.1016/j.jece.2025.116326,10.1016/j.jece.2025.116326,1,literature_record,-98,Not extracted,3,LIVE_API,A review of circular brine management for supporting sustainable desalination in agricultural irrigation,10.1016/j.jece.2025.116326,crossref:10.1016/j.jece.2025.116326
record_pk_e7e8d63761dfc17f,10.1016/j.jenvman.2021.112521,10.1016/j.jenvman.2021.112521,1,literature_record,-98,Not extracted,3,LIVE_API,Woodchip bioreactors provide sustained denitrification of brine from groundwater desalination plants,10.1016/j.jenvman.2021.112521,crossref:10.1016/j.jenvman.2021.112521
record_pk_433fb16f6e0be9ca,10.1016/j.jenvman.2024.120509,10.1016/j.jenvman.2024.120509,1,literature_record,-98,Not extracted,3,LIVE_API,Desalination and transboundary water governance in conflict settings,10.1016/j.jenvman.2024.120509,crossref:10.1016/j.jenvman.2024.120509
record_pk_643f3d04ab731a84,10.1016/j.jenvman.2025.125780,10.1016/j.jenvman.2025.125780,1,literature_record,-98,Not extracted,3,LIVE_API,Harnessing halophytes to mitigate the environmental impact of membrane desalination brine,10.1016/j.jenvman.2025.125780,crossref:10.1016/j.jenvman.2025.125780
record_pk_0a3908fcecc34fd2,10.1016/j.jrurstud.2023.103085,10.1016/j.jrurstud.2023.103085,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Decent work standards for aquaculture workers: Industrial and small-scale fisheries relations in Ghana: A political e,,10.1016/j.jrurstud.2023.103085
record_pk_c078c3082d1e6578,10.1016/j.latran.2024.100018,10.1016/j.latran.2024.100018,1,literature_record,-98,Not extracted,3,LIVE_API,"Decarbonization pathways in Brazilian maritime cabotage: A comparative analysis of very low sulfur fuel oil, marine diesel oil, and hydrogenated vegetable oil in carbon dioxide equivalent emissions",10.1016/j.latran.2024.100018,crossref:10.1016/j.latran.2024.100018
record_pk_209f1e1d293a27a4,10.1016/j.margeo.2021.106661,10.1016/j.margeo.2021.106661,1,literature_record,-98,Not extracted,3,LIVE_API,Observation of nearshore crescentic sandbar formation during storm wave conditions using satellite images and video monitoring data,10.1016/j.margeo.2021.106661,crossref:10.1016/j.margeo.2021.106661
record_pk_18f05198a103c7f0,10.1016/j.marpol.2006.11.003,10.1016/j.marpol.2006.11.003,1,literature_record,-98,Not extracted,3,LIVE_API,Limits of governability: Institutional implications for fisheries and coastal governance,10.1016/j.marpol.2006.11.003,crossref:10.1016/j.marpol.2006.11.003
record_pk_68f62a65d7e068f8,10.1016/j.marpol.2007.09.003,10.1016/J.MARPOL.2007.09.003,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Seafarer welfare and social protection: Participatory practices in fisheries across Europe: making stakeholder,,10.1016/J.MARPOL.2007.09.003
record_pk_5a38f6f6215f2220,10.1016/j.marpol.2007.12.008,10.1016/j.marpol.2007.12.008,1,literature_record,-98,Not extracted,3,LIVE_API,Strategic coastal governance issues in Fiji: The challenges of integration,10.1016/j.marpol.2007.12.008,crossref:10.1016/j.marpol.2007.12.008
